-50,0,50
-49,0,50
-48,0,50
-47,0,50
-46,0,50
-45,0,50
-44,0,50
-43,0,50
-42,0,50
-41,0,50
-40,0,50
-39,0,50
-38,0,50
-37,0,50
-36,0,50
-35,0,50
-34,0,50
-33,0,50
-32,0,50
-31,0,50
-30,0,50
-29,0,50
-28,0,50
-27,0,50
-26,0,50
-25,0,50
-24,0,50
-23,0,50
-22,0,50
-21,0,50
-20,0,50
-19,0,50
-18,0,50
-17,0,50
-16,0,50
-15,0,50
-14,0,50
-13,0,50
-12,0,50
-11,0,50
-10,0,50
-9,0,50
-8,0,50
-7,0,50
-6,0,50
-5,0,50
-4,0,50
-3,0,50
-2,0,50
-1,0,50
0,0,50
1,0,50
2,0,50
3,0,50
4,0,50
5,0,50
6,0,50
7,0,50
8,0,50
9,0,50
10,0,50
11,0,50
12,0,50
13,0,50
14,0,50
15,0,50
16,0,50
17,0,50
18,0,50
19,0,50
20,0,50
21,0,50
22,0,50
23,0,50
24,0,50
25,0,50
26,0,50
27,0,50
28,0,50
29,0,50
30,0,50
31,0,50
32,0,50
33,0,50
34,0,50
35,0,50
36,0,50
37,0,50
38,0,50
39,0,50
40,0,50
41,0,50
42,0,50
43,0,50
44,0,50
45,0,50
46,0,50
47,0,50
48,0,50
49,0,50
50,0,50
-50,0,49
-49,0,49
-48,0,49
-47,0,49
-46,0,49
-45,0,49
-44,0,49
-43,0,49
-42,0,49
-41,0,49
-40,0,49
-39,0,49
-38,0,49
-37,0,49
-36,0,49
-35,0,49
-34,0,49
-33,0,49
-32,0,49
-31,0,49
-30,0,49
-29,0,49
-28,0,49
-27,0,49
-26,0,49
-25,0,49
-24,0,49
-23,0,49
-22,0,49
-21,0,49
-20,0,49
-19,0,49
-18,0,49
-17,0,49
-16,0,49
-15,0,49
-14,0,49
-13,0,49
-12,0,49
-11,0,49
-10,0,49
-9,0,49
-8,0,49
-7,0,49
-6,0,49
-5,0,49
-4,0,49
-3,0,49
-2,0,49
-1,0,49
0,0,49
1,0,49
2,0,49
3,0,49
4,0,49
5,0,49
6,0,49
7,0,49
8,0,49
9,0,49
10,0,49
11,0,49
12,0,49
13,0,49
14,0,49
15,0,49
16,0,49
17,0,49
18,0,49
19,0,49
20,0,49
21,0,49
22,0,49
23,0,49
24,0,49
25,0,49
26,0,49
27,0,49
28,0,49
29,0,49
30,0,49
31,0,49
32,0,49
33,0,49
34,0,49
35,0,49
36,0,49
37,0,49
38,0,49
39,0,49
40,0,49
41,0,49
42,0,49
43,0,49
44,0,49
45,0,49
46,0,49
47,0,49
48,0,49
49,0,49
50,0,49
-50,0,48
-49,0,48
-48,0,48
-47,0,48
-46,0,48
-45,0,48
-44,0,48
-43,0,48
-42,0,48
-41,0,48
-40,0,48
-39,0,48
-38,0,48
-37,0,48
-36,0,48
-35,0,48
-34,0,48
-33,0,48
-32,0,48
-31,0,48
-30,0,48
-29,0,48
-28,0,48
-27,0,48
-26,0,48
-25,0,48
-24,0,48
-23,0,48
-22,0,48
-21,0,48
-20,0,48
-19,0,48
-18,0,48
-17,0,48
-16,0,48
-15,0,48
-14,0,48
-13,0,48
-12,0,48
-11,0,48
-10,0,48
-9,0,48
-8,0,48
-7,0,48
-6,0,48
-5,0,48
-4,0,48
-3,0,48
-2,0,48
-1,0,48
0,0,48
1,0,48
2,0,48
3,0,48
4,0,48
5,0,48
6,0,48
7,0,48
8,0,48
9,0,48
10,0,48
11,0,48
12,0,48
13,0,48
14,0,48
15,0,48
16,0,48
17,0,48
18,0,48
19,0,48
20,0,48
21,0,48
22,0,48
23,0,48
24,0,48
25,0,48
26,0,48
27,0,48
28,0,48
29,0,48
30,0,48
31,0,48
32,0,48
33,0,48
34,0,48
35,0,48
36,0,48
37,0,48
38,0,48
39,0,48
40,0,48
41,0,48
42,0,48
43,0,48
44,0,48
45,0,48
46,0,48
47,0,48
48,0,48
49,0,48
50,0,48
-50,0,47
-49,0,47
-48,0,47
-47,0,47
-46,0,47
-45,0,47
-44,0,47
-43,0,47
-42,0,47
-41,0,47
-40,0,47
